(78.25909608649769, 82.5769920894181)
(54.06459216356057, 94.00336287735571)
(31.383267470848796, 18.79239152101576)
(78.9551534696754, 88.1251199043858)
(4.719402758924875, 66.20707037223248)
(5.2163845065251415, 9.875923773877034)
(26.83975795328933, 82.44435199206524)
(76.36404530992344, 90.17364447535228)
(41.5792945259808, 31.287535960784396)
(68.98105486945587, 11.223733388165048)
(38.982062562442934, 51.20631956768357)
(31.99678379669297, 35.31398373978257)
(1.0157983239821728, 48.18074784299651)
(22.099774047421562, 45.04606859136091)
(60.33189218284156, 55.391814562918626)
(87.12828932234217, 23.751982357840856)
(72.31324400073426, 15.847809876907633)
(58.70554606220383, 3.108660729743157)
(48.94151000932893, 86.75023661903411)
(92.00608110885018, 77.33808893566693)
(11.180222179489796, 96.8661682022928)
(47.71820754844029, 20.910238973219656)
(19.557267887333747, 65.16766430413986)
(30.046041217870165, 4.614967953981385)
(97.59501552946945, 16.19110755523967)
(53.186504010180826, 59.36679169402644)
(59.52341044167204, 54.580331626338506)
(79.33504107667292, 64.84458362458471)
(79.01324966900161, 59.33879768096297)
(7.389759063744815, 15.458903009232644)
